cluster,hh,gov,replacement,year_hh_formed,age,sex,present,othersib,sib
7,8,11,Y,1988,12,M,,,
7,9,11,Y,2005,38,M,Y,N,Y
7,9,11,Y,2005,30,F,Y,N,Y
7,9,11,Y,2005,4,M,,,
7,10,11,Y,1960,69,M,Y,N,Y
7,10,11,Y,1960,63,F,Y,N,Y
7,10,11,Y,1960,18,F,Y,Y,Y
7,10,11,Y,1960,24,F,Y,Y,N
7,10,11,Y,1960,29,F,Y,Y,N
7,10,11,Y,1960,33,F,Y,Y,N
7,10,11,Y,1960,34,M,Y,Y,N
7,10,11,Y,1960,36,F,Y,Y,N
7,11,11,,1989,63,M,Y,N,Y
7,11,11,,1989,48,F,Y,N,Y
7,11,11,,1989,20,M,Y,Y,Y
7,11,11,,1989,13,F,,,
7,12,11,,2010,37,M,Y,N,Y
7,12,11,,2010,35,F,Y,N,Y
7,13,11,,1991,46,M,Y,N,Y
7,13,11,,1991,44,F,Y,N,Y
7,13,11,,1991,18,M,Y,Y,Y
7,13,11,,1991,16,M,,,
7,13,11,,1991,7,F,,,
7,14,11,,2008,19,M,N,N,N
7,14,11,,2008,24,F,Y,N,Y
7,14,11,,2008,2,M,,,
7,15,11,,1976,61,M,Y,N,Y
7,15,11,,1976,53,F,Y,N,Y
7,15,11,,1976,23,M,Y,Y,Y
7,15,11,,1976,21,M,Y,Y,N
7,16,11,,2004,35,M,N,N,N
7,16,11,,2004,29,F,Y,N,Y
7,16,11,,2004,6,F,,,
7,16,11,,2004,3,M,,,
7,16,11,,2004,2,M,,,
7,17,11,,1967,61,F,Y,N,Y
7,17,11,,1967,43,M,Y,Y,Y
7,17,11,,1967,37,M,Y,Y,N
7,18,11,,2001,51,M,Y,N,Y
7,18,11,,2001,38,F,Y,N,Y
7,19,11,Y,1992,48,M,Y,N,Y
7,19,11,Y,1992,47,F,Y,N,Y
7,19,11,Y,1992,18,M,Y,Y,Y
7,19,11,Y,1992,15,M,,,
7,19,11,Y,1992,12,F,,,
7,20,11,Y,1980,57,M,Y,N,Y
7,20,11,Y,1980,57,F,Y,N,Y
7,20,11,Y,1980,29,M,Y,Y,Y
7,20,11,Y,1980,26,M,Y,Y,N
7,20,11,Y,1980,23,F,Y,Y,N
8,1,9,,1973,62,F,Y,N,Y
8,1,9,,1973,40,F,Y,N,Y
8,1,9,,1973,11,F,,,
8,2,9,,1995,46,M,Y,N,Y
8,2,9,,1995,42,F,Y,N,Y
8,2,9,,1995,21,F,N,Y,N
8,2,9,,1995,19,M,Y,Y,Y
8,2,9,,1995,17,M,,,
8,2,9,,1995,15,F,,,
8,3,9,,2001,57,M,Y,N,Y
8,3,9,,2001,45,F,Y,N,Y
8,3,9,,2001,9,M,,,
8,3,9,,2001,8,F,,,
8,3,9,,2001,5,F,,,
8,4,9,Y,1985,44,M,Y,N,Y
8,4,9,Y,1985,78,M,N,N,Y
8,4,9,Y,1985,36,F,Y,N,Y
8,4,9,Y,1985,13,F,,,
8,4,9,Y,1985,11,M,,,
8,4,9,Y,1985,7,M,,,
8,4,9,Y,1985,2,M,,,
8,5,9,,1997,55,M,Y,N,Y
8,5,9,,1997,43,F,Y,N,Y
8,5,9,,1997,17,F,,,
8,5,9,,1997,15,F,,,
8,5,9,,1997,14,M,,,
8,5,9,,1997,12,M,,,
8,5,9,,1997,9,M,,,
8,5,9,,1997,6,F,,,
8,6,9,,1990,56,M,Y,N,Y
8,6,9,,1990,43,F,N,N,Y
8,7,9,Y,1980,25,M,Y,N,Y
8,7,9,Y,1980,69,F,Y,N,Y
8,8,9,,1992,52,M,Y,N,Y
8,8,9,,1992,47,F,N,N,Y
8,8,9,,1992,28,M,Y,Y,Y
8,8,9,,1992,19,M,Y,Y,N
8,8,9,,1992,25,F,Y,N,Y
8,8,9,,1992,3,F,,,
8,9,9,,2000,42,F,Y,N,Y
8,9,9,,2000,70,F,Y,N,Y
8,9,9,,2000,12,M,,,
8,10,9,,1998,60,M,Y,N,Y
8,10,9,,1998,21,M,Y,Y,Y
8,10,9,,1998,18,M,N,Y,N
8,10,9,,1998,15,M,,,
8,11,9,,1998,34,M,Y,N,Y
8,11,9,,1998,34,F,Y,N,Y
8,11,9,,1998,11,M,,,
8,11,9,,1998,5,M,,,
8,11,9,,1998,11,F,,,
8,12,9,Y,1984,62,M,Y,N,Y
8,12,9,Y,1984,60,F,Y,N,Y
8,12,9,Y,1984,40,F,Y,Y,Y
8,12,9,Y,1984,36,F,N,Y,N
8,12,9,Y,1984,32,F,N,Y,N
8,12,9,Y,1984,28,F,N,Y,N
8,12,9,Y,1984,6,M,,,
8,12,9,Y,1984,10,F,,,
8,13,9,,1980,43,F,Y,Y,Y
8,13,9,,1980,67,F,Y,N,Y
8,13,9,,1980,31,M,N,Y,N
8,13,9,,1980,28,F,Y,N,Y
8,13,9,,1980,4,F,,,
8,13,9,,1980,2,M,,,
8,14,9,,1982,51,M,Y,N,Y
8,14,9,,1982,48,F,Y,N,Y
8,14,9,,1982,30,M,Y,Y,Y
8,14,9,,1982,23,F,N,N,Y
8,14,9,,1982,23,F,N,Y,N
8,14,9,,1982,18,F,N,Y,N
8,14,9,,1982,4,M,,,
8,14,9,,1982,1,F,,,
8,15,9,,1979,67,F,Y,N,Y
8,15,9,,1979,72,M,N,N,Y
8,15,9,,1979,37,F,Y,N,Y
8,16,9,,1980,63,M,Y,N,Y
8,16,9,,1980,55,F,Y,N,Y
8,16,9,,1980,23,F,Y,Y,Y
8,16,9,,1980,17,F,,,
8,17,9,,1980,31,M,Y,Y,Y
8,17,9,,1980,67,F,Y,N,Y
8,17,9,,1980,26,F,Y,N,Y
8,17,9,,1980,36,M,N,Y,N
8,17,9,,1980,33,F,N,N,Y
8,17,9,,1980,19,F,N,Y,N
8,17,9,,1980,6,M,,,
8,17,9,,1980,3,F,,,
8,17,9,,1980,2,F,,,
8,17,9,,1980,2,F,,,
8,18,9,,2006,29,M,Y,N,Y
8,18,9,,2006,25,F,Y,N,Y
8,18,9,,2006,2,F,,,
8,19,9,,1992,67,F,Y,N,Y
8,19,9,,1992,35,M,Y,Y,Y
8,19,9,,1992,31,M,N,Y,N
8,19,9,,1992,29,F,Y,N,Y
8,19,9,,1992,18,F,N,Y,N
8,19,9,,1992,4,F,,,
8,20,9,,2006,27,M,Y,N,Y
8,20,9,,2006,22,F,Y,N,Y
8,20,9,,2006,4,F,,,
8,20,9,,2006,2,M,,,
9,1,9,,1968,66,F,Y,N,Y
9,1,9,,1968,27,M,N,Y,N
9,1,9,,1968,23,M,Y,Y,Y
9,1,9,,1968,20,M,N,Y,N
9,1,9,,1968,17,F,,,
9,2,9,,2000,55,M,Y,N,Y
9,2,9,,2000,40,F,N,N,Y
9,2,9,,2000,14,M,,,
9,3,9,,1980,54,M,Y,N,Y
9,3,9,,1980,44,F,N,N,Y
9,3,9,,1980,21,M,Y,Y,Y
9,3,9,,1980,19,M,N,Y,N
9,3,9,,1980,17,F,,,
9,3,9,,1980,16,F,,,
9,3,9,,1980,12,F,,,
9,3,9,,1980,8,F,,,
9,4,9,Y,1986,55,M,Y,N,Y
9,4,9,Y,1986,51,F,Y,N,Y
9,4,9,Y,1986,27,F,N,Y,N
9,4,9,Y,1986,26,M,Y,Y,Y
9,4,9,Y,1986,25,F,N,Y,N
9,4,9,Y,1986,22,F,N,Y,N
9,4,9,Y,1986,24,F,N,N,Y
9,4,9,Y,1986,1,M,,,
9,5,9,,2001,53,M,Y,N,Y
9,5,9,,2001,39,F,Y,N,Y
9,5,9,,2001,8,F,,,
9,5,9,,2001,6,M,,,
9,5,9,,2001,1,F,,,
9,6,9,,1963,52,M,Y,Y,Y
9,6,9,,1963,74,F,Y,N,Y
9,6,9,,1963,49,M,N,Y,N
9,6,9,,1963,46,M,N,Y,N
9,6,9,,1963,43,M,N,Y,N
9,6,9,,1963,41,M,N,Y,N
9,6,9,,1963,51,F,Y,N,Y
9,6,9,,1963,49,F,N,N,Y
9,6,9,,1963,42,F,N,Y,Y
9,6,9,,1963,16,M,,,
9,6,9,,1963,14,M,,,
9,6,9,,1963,12,M,,,
9,6,9,,1963,5,M,,,
9,6,9,,1963,10,M,,,
9,6,9,,1963,7,M,,,
9,6,9,,1963,14,F,,,
9,6,9,,1963,6,F,,,
9,7,9,,1975,66,M,Y,N,Y
9,7,9,,1975,48,F,Y,N,Y
9,7,9,,1975,30,M,Y,Y,Y
9,7,9,,1975,32,M,N,Y,N
9,7,9,,1975,25,M,N,Y,N
9,7,9,,1975,32,F,N,Y,N
9,7,9,,1975,22,F,Y,N,Y
9,7,9,,1975,2,F,,,
9,7,9,,1975,1,M,,,
9,8,9,,2003,32,M,Y,N,Y
9,8,9,,2003,22,F,N,N,Y
9,8,9,,2003,4,M,,,
9,8,9,,2003,2,F,,,
9,9,9,,1960,45,M,Y,Y,Y
9,9,9,,1960,70,F,Y,N,Y
9,9,9,,1960,41,F,Y,N,Y
9,9,9,,1960,48,F,N,Y,N
9,9,9,,1960,14,M,,,
9,9,9,,1960,12,F,,,
9,9,9,,1960,10,M,,,
9,9,9,,1960,3,F,,,
9,10,9,,1968,75,F,Y,N,Y
9,10,9,,1968,48,M,N,N,Y
9,11,9,,1992,57,M,Y,N,N
9,11,9,,1992,50,F,Y,N,Y
9,11,9,,1992,18,M,Y,N,Y
9,11,9,,1992,17,F,,,
9,11,9,,1992,15,F,,,
9,11,9,,1992,11,M,,,
9,12,9,Y,1971,76,M,Y,N,Y
9,12,9,Y,1971,66,F,Y,N,Y
9,12,9,Y,1971,32,M,N,N,Y
9,12,9,Y,1971,26,F,Y,N,Y
9,13,9,,1964,46,M,Y,Y,Y
9,13,9,,1964,79,F,Y,N,Y
9,13,9,,1964,39,M,N,Y,N
9,13,9,,1964,38,M,N,Y,N
9,13,9,,1964,35,F,N,Y,N
9,13,9,,1964,54,F,N,Y,N
9,13,9,,1964,35,M,Y,N,Y
9,13,9,,1964,35,F,Y,N,Y
9,13,9,,1964,6,F,,,
9,13,9,,1964,3,M,,,
9,13,9,,1964,1,F,,,
9,14,9,,1982,65,M,Y,N,Y
9,14,9,,1982,46,F,Y,N,Y
9,14,9,,1982,26,M,Y,Y,Y
9,14,9,,1982,24,F,Y,N,Y
9,14,9,,1982,24,M,Y,Y,N
9,14,9,,1982,20,M,Y,Y,N
9,14,9,,1982,5,M,,,
9,14,9,,1982,3,M,,,
9,15,9,,1980,56,M,Y,N,Y
9,15,9,,1980,51,F,Y,N,Y
9,15,9,,1980,30,M,N,Y,Y
9,15,9,,1980,24,F,Y,N,Y
9,15,9,,1980,14,M,,,
9,16,9,,1970,35,M,Y,N,Y
9,16,9,,1970,68,F,Y,N,Y
9,17,9,,1988,61,M,Y,N,Y
9,17,9,,1988,52,F,Y,N,Y
9,17,9,,1988,21,M,Y,Y,Y
9,17,9,,1988,20,F,Y,Y,N
9,17,9,,1988,17,M,,,
9,18,9,,1989,53,M,Y,N,N
9,18,9,,1989,40,F,N,N,Y
9,18,9,,1989,21,M,Y,Y,Y
9,18,9,,1989,19,M,Y,Y,N
9,18,9,,1989,17,F,,,
9,18,9,,1989,15,F,,,
9,18,9,,1989,11,F,,,
9,18,9,,1989,8,F,,,
9,19,9,,1973,36,F,Y,Y,Y
9,19,9,,1973,55,F,Y,N,Y
9,19,9,,1973,46,F,Y,Y,N
9,19,9,,1973,24,F,N,N,Y
9,20,9,,2005,27,M,Y,N,Y
9,20,9,,2005,24,F,Y,N,Y
9,20,9,,2005,5,M,,,
9,20,9,,2005,3,M,,,
10,1,16,,2002,45,M,Y,N,Y
10,1,16,,2002,37,F,Y,N,Y
10,1,16,,2002,8,F,,,
10,1,16,,2002,6,M,,,
10,2,16,,1950,68,F,Y,Y,Y
10,2,16,,1950,47,F,Y,Y,N
10,3,16,,1999,39,M,Y,N,Y
10,3,16,,1999,33,F,N,N,Y
10,3,16,,1999,10,F,,,
10,3,16,,1999,7,M,,,
10,3,16,,1999,2,M,,,
10,4,16,,1980,58,F,Y,N,Y
10,4,16,,1980,26,M,Y,Y,Y
10,4,16,,1980,22,M,N,Y,N
10,5,16,,2006,33,M,Y,N,Y
10,5,16,,2006,24,F,Y,N,Y
10,5,16,,2006,5,F,,,
10,5,16,,2006,0,F,,,
10,6,16,,1985,49,M,Y,N,Y
10,6,16,,1985,49,F,Y,N,Y
10,6,16,,1985,21,F,Y,Y,Y
10,6,16,,1985,19,F,N,Y,N
10,6,16,,1985,19,M,N,Y,N
10,6,16,,1985,17,M,,,
10,6,16,,1985,8,M,,,
10,7,16,,1982,45,F,Y,N,Y
10,7,16,,1982,25,M,Y,Y,Y
10,7,16,,1982,22,M,N,Y,N
10,7,16,,1982,20,M,N,Y,N
10,7,16,,1982,16,M,,,
10,8,16,,1987,48,M,Y,N,Y
10,8,16,,1987,40,F,Y,N,Y
10,8,16,,1987,17,M,,,
10,8,16,,1987,10,M,,,
10,9,16,,2007,22,M,Y,Y,Y
10,9,16,,2007,22,F,N,Y,Y
10,9,16,,2007,2,M,,,
10,10,16,,2009,21,M,Y,Y,N
10,10,16,,2009,21,F,N,Y,N
10,10,16,,2009,2,M,,,
10,11,16,,1994,39,F,Y,N,Y
10,11,16,,1994,16,F,,,
10,11,16,,1994,14,F,,,
10,11,16,,1994,11,F,,,
10,11,16,,1994,8,F,,,
10,12,16,,2002,28,M,Y,N,N
10,12,16,,2002,26,F,Y,N,Y
10,12,16,,2002,8,F,,,
10,12,16,,2002,6,M,,,
10,12,16,,2002,3,F,,,
10,12,16,,2002,0,M,,,
10,13,16,,1989,46,M,Y,N,Y
10,13,16,,1989,37,F,Y,N,Y
10,13,16,,1989,17,M,,,
10,13,16,,1989,15,F,,,
10,13,16,,1989,12,M,,,
10,13,16,,1989,11,F,,,
10,13,16,,1989,8,M,,,
10,13,16,,1989,4,M,,,
10,13,16,,1989,0,F,,,
10,14,16,,1980,62,M,Y,N,Y
10,14,16,,1980,55,F,Y,N,Y
10,15,16,,2003,31,M,Y,N,Y
10,15,16,,2003,26,F,Y,N,Y
10,15,16,,2003,7,F,,,
10,15,16,,2003,5,F,,,
10,15,16,,2003,2,F,,,
10,16,16,,2000,40,M,Y,N,N
10,16,16,,2000,29,F,Y,N,Y
10,16,16,,2000,10,F,,,
10,16,16,,2000,8,F,,,
10,16,16,,2000,5,F,,,
10,17,16,,1995,49,M,Y,N,Y
10,17,16,,1995,46,F,Y,N,Y
10,17,16,,1995,15,M,,,
10,17,16,,1995,13,M,,,
10,17,16,,1995,12,M,,,
10,18,16,,2001,38,M,Y,N,Y
10,18,16,,2001,26,F,Y,N,Y
10,18,16,,2001,9,F,,,
10,19,16,,1991,45,M,Y,N,Y
10,19,16,,1991,41,F,Y,N,Y
10,19,16,,1991,17,M,,,
10,19,16,,1991,16,M,,,
10,19,16,,1991,15,F,,,
10,19,16,,1991,6,M,,,
10,19,16,,1991,6,F,,,
10,20,16,,2011,22,M,Y,N,Y
10,20,16,,2011,18,F,Y,N,Y
11,1,18,,1985,44,F,Y,N,Y
11,1,18,,1985,22,M,Y,Y,N
11,1,18,,1985,19,F,Y,Y,N
11,1,18,,1985,18,F,Y,Y,N
11,1,18,,1985,14,F,,,
11,1,18,,1985,13,F,,,
11,2,18,,2005,25,M,N,Y,Y
11,2,18,,2005,27,F,Y,N,Y
11,2,18,,2005,0,F,,,
11,2,18,,2005,3,M,,,
11,2,18,,2005,2,M,,,
11,3,18,,2007,32,M,Y,Y,Y
11,3,18,,2007,60,F,Y,N,Y
11,3,18,,2007,29,M,N,Y,N
11,3,18,,2007,21,F,Y,N,Y
11,3,18,,2007,3,F,,,
11,4,18,,1990,48,M,Y,N,Y
11,4,18,,1990,39,F,Y,N,Y
11,4,18,,1990,19,M,Y,Y,Y
11,4,18,,1990,17,F,,,
11,4,18,,1990,13,F,,,
11,4,18,,1990,10,M,,,
11,4,18,,1990,4,M,,,
11,5,18,,2004,25,M,Y,Y,Y
11,5,18,,2004,25,F,Y,N,Y
11,5,18,,2004,4,M,,,
11,5,18,,2004,2,M,,,
11,5,18,,2004,0,M,,,
11,6,18,,1984,43,F,Y,N,Y
11,6,18,,1984,25,M,Y,Y,Y
11,6,18,,1984,20,F,Y,N,Y
11,6,18,,1984,0,M,,,
11,7,18,,2000,40,M,Y,Y,Y
11,7,18,,2000,30,F,Y,N,Y
11,7,18,,2000,4,M,,,
11,7,18,,2000,10,F,,,
11,7,18,,2000,1,F,,,
11,7,18,,2000,6,F,,,
11,7,18,,2000,6,F,,,
11,8,18,,2005,35,M,Y,N,N
11,8,18,,2005,35,F,Y,N,Y
11,8,18,,2005,5,M,,,
11,8,18,,2005,4,F,,,
11,9,18,,1975,61,M,Y,N,Y
11,9,18,,1975,58,F,Y,N,Y
11,9,18,,1975,35,M,Y,Y,Y
11,9,18,,1975,25,F,Y,Y,N
11,9,18,,1975,23,M,Y,Y,N
11,9,18,,1975,21,M,Y,Y,N
11,10,18,,2010,28,M,Y,N,Y
11,10,18,,2010,29,F,Y,N,Y
11,10,18,,2010,0,M,,,
11,11,18,,2006,35,M,Y,N,Y
11,11,18,,2006,22,F,Y,N,Y
11,11,18,,2006,5,F,,,
11,12,18,,1948,66,M,Y,N,Y
11,12,18,,1948,61,F,Y,N,Y
11,12,18,,1948,20,M,Y,N,N
11,13,18,,2002,24,M,Y,N,N
11,13,18,,2002,19,F,Y,N,N
11,14,18,,2000,30,M,Y,N,N
11,14,18,,2000,25,F,Y,N,Y
11,14,18,,2000,10,M,,,
11,14,18,,2000,6,M,,,
11,15,18,,2010,20,M,Y,N,Y
11,15,18,,2010,20,F,Y,N,Y
11,16,18,,1977,60,M,Y,N,Y
11,16,18,,1977,54,F,Y,N,Y
11,16,18,,1977,32,M,Y,Y,Y
11,16,18,,1977,30,M,Y,Y,N
11,16,18,,1977,25,M,Y,Y,N
11,16,18,,1977,21,M,Y,Y,N
11,16,18,,1977,19,F,Y,Y,N
11,16,18,,1977,12,M,,,
11,17,18,,2008,33,M,N,N,N
11,17,18,,2008,33,F,Y,N,Y
11,17,18,,2008,3,F,,,
11,17,18,,2008,0,M,,,
11,18,18,,1986,46,M,Y,N,Y
11,18,18,,1986,45,F,Y,N,Y
11,18,18,,1986,22,M,Y,Y,Y
11,18,18,,1986,14,F,,,
11,18,18,,1986,16,M,,,
11,18,18,,1986,12,M,,,
11,19,18,,1995,36,M,Y,N,Y
11,19,18,,1995,36,F,Y,N,Y
11,19,18,,1995,16,M,,,
11,19,18,,1995,13,F,,,
11,19,18,,1995,11,F,,,
11,19,18,,1995,8,M,,,
11,19,18,,1995,1,M,,,
11,20,18,,2011,36,M,Y,N,N
11,20,18,,2011,39,F,Y,N,Y
12,1,7,,1993,49,M,Y,N,Y
12,1,7,,1993,49,F,Y,N,Y
12,1,7,,1993,17,F,,,
12,2,7,,2008,42,M,Y,N,Y
12,2,7,,2008,32,F,Y,N,Y
12,2,7,,2008,67,F,Y,N,Y
12,2,7,,2008,2,F,,,
12,3,7,,1989,41,M,Y,N,Y
12,3,7,,1989,39,F,Y,N,Y
12,3,7,,1989,18,F,Y,Y,Y
12,3,7,,1989,16,M,,,
12,3,7,,1989,10,M,,,
12,3,7,,1989,7,M,,,
12,4,7,,1996,41,M,Y,N,Y
12,4,7,,1996,40,F,Y,N,Y
12,4,7,,1996,13,M,,,
12,4,7,,1996,11,F,,,
12,4,7,,1996,5,M,,,
12,4,7,,1996,2,F,,,
12,5,7,,2001,64,M,N,N,Y
12,5,7,,2001,47,F,Y,N,Y
12,5,7,,2001,9,F,,,
12,6,7,,1990,51,M,Y,N,Y
12,6,7,,1990,42,F,Y,N,Y
12,6,7,,1990,20,F,Y,Y,Y
12,6,7,,1990,17,F,,,
12,6,7,,1990,12,F,,,
12,6,7,,1990,7,F,,,
12,8,7,,1968,68,M,Y,N,Y
12,8,7,,1968,68,F,Y,N,Y
12,9,7,,1979,55,M,Y,N,Y
12,9,7,,1979,55,F,Y,N,Y
12,9,7,,1979,23,F,Y,Y,Y
12,9,7,,1979,20,F,Y,Y,N
12,9,7,,1979,18,F,Y,Y,N
12,9,7,,1979,16,F,,,
12,9,7,,1979,16,M,,,
12,9,7,,1979,14,M,,,
12,10,7,,1997,55,M,Y,N,N
12,10,7,,1997,38,F,Y,N,Y
12,10,7,,1997,12,F,,,
12,10,7,,1997,11,F,,,
12,10,7,,1997,7,M,,,
12,10,7,,1997,6,F,,,
12,11,7,,1955,81,M,Y,N,Y
12,11,7,,1955,71,F,Y,N,Y
12,12,7,,1976,57,M,Y,N,Y
12,12,7,,1976,49,F,Y,N,Y
12,12,7,,1976,34,M,Y,Y,Y
12,12,7,,1976,21,F,Y,Y,N
12,12,7,,1976,26,F,Y,Y,N
12,12,7,,1976,25,M,Y,Y,N
12,13,7,,1951,74,F,Y,N,Y
12,13,7,,1951,50,M,Y,N,Y
12,14,7,,1986,58,M,Y,N,Y
12,14,7,,1986,49,F,Y,N,Y
12,14,7,,1986,23,M,Y,Y,Y
12,14,7,,1986,18,F,Y,Y,N
12,14,7,,1986,10,F,,,
12,15,7,,1976,55,M,Y,N,Y
12,15,7,,1976,61,F,Y,N,Y
12,16,7,,1976,78,F,Y,N,Y
12,17,7,,1967,77,M,Y,N,Y
12,17,7,,1967,59,F,Y,N,Y
12,17,7,,1967,42,M,Y,Y,Y
12,17,7,,1967,40,F,Y,Y,N
12,17,7,,1967,36,M,Y,Y,N
12,17,7,,1967,34,F,Y,Y,N
12,17,7,,1967,31,M,Y,Y,N
12,18,7,,1959,83,M,Y,N,Y
12,18,7,,1959,75,F,Y,N,Y
12,19,7,,1985,48,M,Y,N,Y
12,19,7,,1985,43,F,Y,N,Y
12,19,7,,1985,23,M,Y,Y,Y
12,19,7,,1985,19,F,Y,Y,N
12,20,7,,1995,44,M,Y,N,Y
12,20,7,,1995,40,F,Y,N,Y
12,20,7,,1995,15,F,,,
12,20,7,,1995,11,M,,,
12,20,7,,1995,7,M,,,
12,20,7,,1995,7,F,,,
12,20,7,,1995,4,F,,,
13,1,8,,1980,63,M,Y,N,Y
13,1,8,,1980,61,F,Y,N,Y
13,1,8,,1980,24,M,Y,Y,Y
13,1,8,,1980,28,F,N,Y,N
13,1,8,,1980,21,F,N,Y,N
13,2,8,,2010,19,M,Y,N,N
13,2,8,,2010,18,F,Y,N,Y
13,3,8,,1965,68,F,Y,N,Y
13,3,8,,1965,40,F,Y,Y,Y
13,3,8,,1965,38,F,N,Y,N
13,4,8,,1970,72,M,Y,N,Y
13,4,8,,1970,83,F,Y,N,Y
13,4,8,,1970,43,F,Y,Y,Y
13,4,8,,1970,41,M,N,Y,N
13,4,8,,1970,31,M,N,Y,N
13,4,8,,1970,35,F,Y,N,Y
13,4,8,,1970,11,M,,,
13,4,8,,1970,13,M,,,
13,4,8,,1970,2,M,,,
13,4,8,,1970,15,F,,,
13,4,8,,1970,1,F,,,
13,5,8,,2003,47,M,Y,Y,Y
13,5,8,,2003,38,F,Y,N,Y
13,5,8,,2003,32,M,N,Y,N
13,5,8,,2003,16,M,,,
13,5,8,,2003,14,F,,,
13,5,8,,2003,11,F,,,
13,5,8,,2003,10,F,,,
13,5,8,,2003,8,M,,,
13,6,8,,2001,51,M,Y,N,Y
13,6,8,,2001,43,F,Y,N,Y
13,6,8,,2001,23,M,N,Y,Y
13,6,8,,2001,21,M,Y,Y,N
13,6,8,,2001,23,F,Y,N,Y
13,6,8,,2001,17,F,,,
13,6,8,,2001,15,M,,,
13,6,8,,2001,4,M,,,
13,6,8,,2001,1,M,,,
13,7,8,,2000,75,F,Y,N,Y
13,7,8,,2000,35,M,Y,N,Y
13,7,8,,2000,36,F,Y,N,Y
13,7,8,,2000,9,F,,,
13,7,8,,2000,8,F,,,
13,7,8,,2000,5,M,,,
13,7,8,,2000,1,F,,,
13,7,8,,2000,0,M,,,
13,8,8,,1993,50,M,Y,N,Y
13,8,8,,1993,46,F,Y,N,Y
13,8,8,,1993,17,M,,,
13,8,8,,1993,16,M,,,
13,8,8,,1993,12,M,,,
13,9,8,,1984,45,M,Y,N,Y
13,9,8,,1984,41,F,Y,N,Y
13,9,8,,1984,21,M,Y,Y,Y
13,9,8,,1984,13,F,,,
13,9,8,,1984,16,M,,,
13,10,8,,1993,58,F,Y,N,Y
13,10,8,,1993,22,M,Y,N,Y
13,10,8,,1993,20,F,Y,N,Y
13,10,8,,1993,7,F,,,
13,10,8,,1993,3,M,,,
13,11,8,,1990,43,M,Y,N,Y
13,11,8,,1990,41,F,Y,N,Y
13,11,8,,1990,12,M,,,
13,11,8,,1990,14,M,,,
13,11,8,,1990,7,M,,,
13,12,8,,2008,47,M,Y,N,Y
13,12,8,,2008,44,F,Y,N,Y
13,13,8,,1990,49,M,Y,N,Y
13,13,8,,1990,44,F,N,N,Y
13,13,8,,1990,20,F,Y,Y,Y
13,13,8,,1990,18,M,N,Y,N
13,13,8,,1990,17,F,,,
13,13,8,,1990,6,M,,,
13,14,8,,1999,48,F,Y,N,Y
13,14,8,,1999,12,M,,,
13,14,8,,1999,6,F,,,
13,15,8,,1995,47,M,Y,N,Y
13,15,8,,1995,43,F,Y,N,Y
13,15,8,,1995,20,M,Y,Y,Y
13,15,8,,1995,17,F,,,
13,15,8,,1995,14,M,,,
13,15,8,,1995,8,F,,,
13,16,8,,1950,70,M,Y,N,Y
13,16,8,,1950,60,F,Y,N,Y
13,17,8,,2004,30,M,Y,N,Y
13,17,8,,2004,27,F,Y,N,Y
13,17,8,,2004,3,F,,,
13,17,8,,2004,2,F,,,
13,17,8,,2004,1,F,,,
13,18,8,,1980,61,F,Y,N,Y
13,18,8,,1980,42,F,Y,Y,Y
13,18,8,,1980,21,M,N,Y,N
13,18,8,,1980,5,F,,,
13,19,8,,1975,35,M,Y,Y,Y
13,19,8,,1975,52,F,Y,N,Y
13,19,8,,1975,31,F,Y,Y,N
13,19,8,,1975,30,F,Y,Y,N
13,19,8,,1975,28,F,Y,Y,N
13,19,8,,1975,26,M,N,Y,N
13,20,8,,1964,39,M,Y,Y,Y
13,20,8,,1964,60,F,Y,N,Y
13,20,8,,1964,33,F,Y,Y,N
13,20,8,,1964,31,M,Y,Y,N
13,20,8,,1964,28,M,N,Y,N
13,20,8,,1964,25,F,Y,Y,N
13,20,8,,1964,29,F,Y,N,Y
13,20,8,,1964,1,M,,,
14,1,12,,1994,48,M,Y,N,Y
14,1,12,,1994,44,F,Y,N,Y
14,1,12,,1994,26,M,Y,Y,Y
14,1,12,,1994,21,M,N,Y,N
14,1,12,,1994,20,M,N,Y,N
14,1,12,,1994,19,F,N,Y,N
14,1,12,,1994,17,M,,,
14,1,12,,1994,15,M,,,
14,1,12,,1994,10,F,,,
14,1,12,,1994,9,F,,,
14,1,12,,1994,7,M,,,
14,2,12,,2000,40,M,Y,N,Y
14,2,12,,2000,18,F,N,Y,Y
14,2,12,,2000,16,F,,,
14,2,12,,2000,15,F,,,
14,2,12,,2000,13,M,,,
14,2,12,,2000,12,M,,,
14,3,12,,2003,31,M,Y,N,Y
14,3,12,,2003,27,F,Y,N,Y
14,3,12,,2003,6,F,,,
14,3,12,,2003,3,M,,,
14,4,12,,1976,38,M,Y,Y,Y
14,4,12,,1976,68,F,N,N,Y
14,4,12,,1976,30,F,Y,N,Y
14,4,12,,1976,28,M,N,Y,N
14,4,12,,1976,7,M,,,
14,4,12,,1976,3,M,,,
14,5,12,,2000,35,M,Y,N,Y
14,5,12,,2000,9,F,,,
14,5,12,,2000,4,M,,,
14,5,12,,2000,6,F,,,
14,5,12,,2000,2,M,,,
14,5,12,,2000,1,M,,,
14,6,12,,1997,39,M,Y,N,Y
14,6,12,,1997,32,F,Y,N,Y
14,6,12,,1997,13,F,,,
14,6,12,,1997,12,M,,,
14,6,12,,1997,15,F,,,
14,6,12,,1997,10,M,,,
